scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS,objective_metric
by_date,2025-03-30,max_reflectivity_buffer,sig_severe_obs,2.0,47.0,54.70562118530274,percentile,6,24,27,0,1.0,0.8,0.2,0.19148936170212766,HSS
by_date,2025-03-30,max_hdr_size_buffer,severe_obs,2.0,17.0,14.194958362579346,percentile,35,12,7,3,0.9210526315789473,0.2553191489361702,0.7,0.3283582089552239,HSS
by_date,2025-03-30,max_hdr_size_buffer,sig_severe_obs,2.0,67.0,19.5591187286377,percentile,4,15,36,2,0.6666666666666666,0.7894736842105263,0.19047619047619047,0.19047619047619047,HSS
by_date,2025-03-30,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,0,0,19,38,0.0,,0.0,0.0,HSS
by_date,2025-03-30,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,0,51,6,0.0,,0.0,0.0,HSS
by_date,2025-03-30,max_mesh_75_mh19_buffer,severe_obs,2.0,49.0,29.799569877500637,percentile,23,6,13,15,0.6052631578947368,0.20689655172413793,0.5227272727272727,0.25882352941176473,HSS
by_date,2025-03-30,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,99.0,41.20639665593651,percentile,1,0,51,5,0.16666666666666666,0.0,0.16666666666666666,0.26356589147286824,HSS
by_date,2025-05-17,max_reflectivity_buffer,severe_obs,2.0,41.0,54.17181167602539,percentile,24,2,10,9,0.7272727272727273,0.07692307692307693,0.6857142857142857,0.4728434504792332,HSS
by_date,2025-05-17,max_reflectivity_buffer,sig_severe_obs,2.0,26.0,52.55569152832031,percentile,11,22,11,1,0.9166666666666666,0.6666666666666666,0.3235294117647059,0.16058394160583941,HSS
by_date,2025-05-17,max_hdr_size_buffer,severe_obs,2.0,30.0,16.40653762817383,percentile,28,3,9,5,0.8484848484848485,0.0967741935483871,0.7777777777777778,0.5683453237410072,HSS
by_date,2025-05-17,max_hdr_size_buffer,sig_severe_obs,2.0,37.0,16.931637268066407,percentile,10,18,15,2,0.8333333333333334,0.6428571428571429,0.3333333333333333,0.20212765957446807,HSS
by_date,2025-05-17,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,4,2,10,29,0.12121212121212122,0.3333333333333333,0.11428571428571428,-0.026490066225165563,HSS
by_date,2025-05-17,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,3,30,12,0.0,1.0,0.0,-0.11940298507462686,HSS
by_date,2025-05-17,max_mesh_75_mh19_buffer,severe_obs,2.0,44.0,30.24860659471219,percentile,23,2,10,10,0.696969696969697,0.08,0.6571428571428571,0.4375,HSS
by_date,2025-05-17,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,30.0,25.159387922455203,percentile,10,21,12,2,0.8333333333333334,0.6774193548387096,0.30303030303030304,0.1309823677581864,HSS
by_date,2025-05-18,max_reflectivity_buffer,severe_obs,2.0,58.0,58.98622550964355,percentile,14,5,10,17,0.45161290322580644,0.2631578947368421,0.3888888888888889,0.09803921568627451,HSS
by_date,2025-05-18,max_reflectivity_buffer,sig_severe_obs,2.0,65.0,59.166339874267585,percentile,4,12,29,1,0.8,0.75,0.23529411764705882,0.25806451612903225,HSS
by_date,2025-05-18,max_hdr_size_buffer,severe_obs,2.0,29.0,19.97829542160034,percentile,26,6,9,5,0.8387096774193549,0.1875,0.7027027027027027,0.44638949671772427,HSS
by_date,2025-05-18,max_hdr_size_buffer,sig_severe_obs,2.0,61.0,22.47043294906616,percentile,3,15,26,2,0.6,0.8333333333333334,0.15,0.10933940774487472,HSS
by_date,2025-05-18,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,1,0,15,30,0.03225806451612903,0.0,0.03225806451612903,0.02127659574468085,HSS
by_date,2025-05-18,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,1,40,5,0.0,1.0,0.0,-0.03759398496240601,HSS
by_date,2025-05-18,max_mesh_75_mh19_buffer,severe_obs,2.0,47.0,32.536068237904814,percentile,18,6,9,13,0.5806451612903226,0.25,0.4864864864864865,0.16122840690978887,HSS
by_date,2025-05-18,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,76.0,35.93075399375163,percentile,4,7,34,1,0.8,0.6363636363636364,0.3333333333333333,0.41214057507987223,HSS
by_date,2025-05-25,max_reflectivity_buffer,severe_obs,2.0,39.0,55.00682800292969,percentile,18,4,12,3,0.8571428571428571,0.18181818181818182,0.72,0.6116941529235382,HSS
by_date,2025-05-25,max_reflectivity_buffer,sig_severe_obs,2.0,48.0,56.19136520385742,percentile,4,15,18,0,1.0,0.7894736842105263,0.21052631578947367,0.20600858369098712,HSS
by_date,2025-05-25,max_hdr_size_buffer,severe_obs,2.0,48.0,20.921603622436525,percentile,17,2,14,4,0.8095238095238095,0.10526315789473684,0.7391304347826086,0.6744868035190615,HSS
by_date,2025-05-25,max_hdr_size_buffer,sig_severe_obs,2.0,62.0,21.86068778991699,percentile,3,11,22,1,0.75,0.7857142857142857,0.2,0.19855595667870035,HSS
by_date,2025-05-25,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,6,1,15,15,0.2857142857142857,0.14285714285714285,0.2727272727272727,0.20215633423180593,HSS
by_date,2025-05-25,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,4,29,4,0.0,1.0,0.0,-0.12121212121212122,HSS
by_date,2025-05-25,max_mesh_75_mh19_buffer,severe_obs,2.0,42.0,30.741190637891574,percentile,19,2,14,2,0.9047619047619048,0.09523809523809523,0.8260869565217391,0.7797619047619048,HSS
by_date,2025-05-25,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,87.0,37.082198657105565,percentile,2,3,30,2,0.5,0.6,0.2857142857142857,0.36860068259385664,HSS
